"No.","Time","Source","Destination","Protocol","Length","Info"
"278","2.898565","146.75.122.251","192.168.0.222","UDP","1322","443  >  56885 Len=1280"
"279","2.898565","146.75.122.251","192.168.0.222","UDP","520","443  >  56885 Len=478"
"280","2.923116","146.75.122.251","192.168.0.222","UDP","67","443  >  56885 Len=25"
"281","2.924152","192.168.0.222","146.75.122.251","UDP","84","56885  >  443 Len=42"
"282","2.981953","192.168.0.222","146.75.122.251","UDP","390","56885  >  443 Len=348"
"283","3.048684","146.75.122.251","192.168.0.222","UDP","420","443  >  56885 Len=378"
"284","3.048684","146.75.122.251","192.168.0.222","UDP","1322","443  >  56885 Len=1280"
"285","3.048684","146.75.122.251","192.168.0.222","UDP","1322","443  >  56885 Len=1280"
"286","3.048684","146.75.122.251","192.168.0.222","UDP","1322","443  >  56885 Len=1280"
"287","3.048684","146.75.122.251","192.168.0.222","UDP","1322","443  >  56885 Len=1280"
"288","3.048684","146.75.122.251","192.168.0.222","UDP","314","443  >  56885 Len=272"
"289","3.068776","192.168.0.222","146.75.122.251","UDP","84","56885  >  443 Len=42"
"290","3.071554","192.168.0.222","146.75.122.251","UDP","390","56885  >  443 Len=348"
"291","3.071664","146.75.122.251","192.168.0.222","UDP","67","443  >  56885 Len=25"
"292","3.078795","192.168.0.1","224.0.0.251","MDNS","86","Standard query 0x21b9 PTR 192.168.0.136.in-addr.arpa, ""QM"" question"
"293","3.079077","192.168.0.1","224.0.0.251","MDNS","86","Standard query 0x21ba PTR 192.168.0.136.in-addr.arpa, ""QM"" question"
"294","3.098815","192.168.0.1","192.168.0.222","TCP","66","53  >  52683 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=64"
