"No.","Time","Source","Destination","Protocol","Length","Info"
"22","1.171852","192.168.0.1","192.168.0.222","DNS","287","Standard query response 0x9bfb HTTPS assets.msn.com CNAME assets-msn-com-world-default.trafficmanager.net CNAME assets.msn.com.edgekey.net CNAME e28578.d.akamaiedge.net SOA n0d.akamaiedge.net"
"23","1.173560","192.168.0.222","82.102.180.203","QUIC","1292","Initial, DCID=b33621f9e05dab7a, PKN: 1, PING, PADDING, CRYPTO, PING, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PADDING"
"24","1.173714","192.168.0.222","82.102.180.203","QUIC","1292","Initial, DCID=b33621f9e05dab7a, PKN: 2, PING, CRYPTO, CRYPTO, PADDING, PING, PING, PING, PING, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PING, PING, CRYPTO"
"25","1.174453","192.168.0.222","82.102.180.170","QUIC","1292","Initial, DCID=da408ed428fdbf13, PKN: 1, PING, PING, CRYPTO, PING, CRYPTO, CRYPTO, PING, PING, PADDING, PING, CRYPTO, PADDING, CRYPTO, PING, PING, PING, PING, PADDING"
"26","1.174501","192.168.0.222","82.102.180.170","QUIC","1292","Initial, DCID=da408ed428fdbf13, PKN: 2, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, PING, PING, PING, PING"
"27","1.174613","192.168.0.222","40.99.44.34","TCP","54","53912  >  443 [FIN, ACK] Seq=1 Ack=1 Win=509 Len=0"
"28","1.174857","192.168.0.222","13.89.179.11","TCP","66","54036  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"29","1.174980","192.168.0.222","13.74.129.1","TCP","66","54037  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"30","1.175153","192.168.0.222","65.9.112.116","TCP","66","54038  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"31","1.175860","192.168.0.222","82.102.180.203","QUIC","1292","Initial, DCID=8fe8ef17ff99664c, PKN: 1, CRYPTO, PING, PADDING, PING, PING, PADDING, PING, CRYPTO, CRYPTO, PING, PADDING, PING, PADDING, PING, PING, CRYPTO, PING"
"32","1.175909","192.168.0.222","82.102.180.203","QUIC","1292","Initial, DCID=8fe8ef17ff99664c, PKN: 2, PING, PING, PING, CRYPTO, PADDING, CRYPTO, PING, PING, PING, PING, CRYPTO, PADDING, PING"
"33","1.182149","40.99.44.34","192.168.0.222","TCP","54","443  >  53912 [RST, ACK] Seq=1 Ack=2 Win=0 Len=0"
"34","1.182149","82.102.180.170","192.168.0.222","QUIC","1292","Initial, SCID=00583f569040de18, PKN: 1, ACK, PADDING"
"35","1.184067","82.102.180.203","192.168.0.222","QUIC","1292","Initial, SCID=487e9e54e4803514, PKN: 1, ACK, PADDING"
"36","1.184067","82.102.180.170","192.168.0.222","QUIC","1292","Initial, SCID=00583f569040de18, PKN: 2, CRYPTO, PADDING"
"37","1.184067","82.102.180.170","192.168.0.222","QUIC","289","Handshake, SCID=00583f569040de18, PKN: 3, CRYPTO"
"38","1.184067","65.9.112.116","192.168.0.222","TCP","66","443  >  54038 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=512"
"39","1.184067","82.102.180.203","192.168.0.222","QUIC","1292","Initial, SCID=487e9e54e4803514, PKN: 2, CRYPTO, PADDING"
"40","1.184067","82.102.180.203","192.168.0.222","QUIC","286","Handshake, SCID=487e9e54e4803514, PKN: 3, CRYPTO"
"41","1.184244","192.168.0.222","65.9.112.116","TCP","54","54038  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"42","1.184903","192.168.0.222","82.102.180.203","HTTP3","207","Protected Payload (KP0), DCID=487e9e54e4803514, PKN: 4, STREAM(2), SETTINGS"
"43","1.185550","192.168.0.222","82.102.180.170","HTTP3","203","Protected Payload (KP0), DCID=00583f569040de18, PKN: 4, STREAM(2), SETTINGS"
"44","1.185913","192.168.0.222","65.9.112.116","TCP","1494","54038  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=1440 [TCP PDU reassembled in 45]"
"45","1.185913","192.168.0.222","65.9.112.116","TLSv1.3","533","Client Hello (SNI=sb.scorecardresearch.com)"
"46","1.186277","192.168.0.222","82.102.180.203","HTTP3","1292","Protected Payload (KP0), DCID=487e9e54e4803514, PKN: 5, STREAM(2), PRIORITY_UPDATE, STREAM(0)"
"47","1.186316","192.168.0.222","82.102.180.203","QUIC","1292","Protected Payload (KP0), DCID=487e9e54e4803514, PKN: 6, STREAM(0)"
"48","1.186331","192.168.0.222","82.102.180.203","QUIC","1292","Protected Payload (KP0), DCID=487e9e54e4803514, PKN: 7, STREAM(0)"
"49","1.186346","192.168.0.222","82.102.180.203","HTTP3","1201","Protected Payload (KP0), DCID=487e9e54e4803514, PKN: 8, STREAM(0), HEADERS: GET /service/segments/recoitems/weather?apikey=UhJ4G66OjyLbn9mXARgajXLiLw6V75sHnfpU60aJBB&activityId=79BC32FD-B1F0-4E9B-8D0E-8C4020400DDF&ocid=weather-peregrine&cm=he-il&it=app&user=m-31AED8878FC36567293FCBED8E536473&scn=APP_ANON&appId=4de6fc9f-3262-47bf-9c99-e189a8234fa2&wrapodata=false&includemapsmetadata=true&cuthour=true&filterRule=card&distanceinkm=0&regionDataCount=20&orderby=distance&days=5&pageOcid=anaheim-dhp-peregrine&source=undefined_csr&hours=13&fdhead=prg-wea-staging%2Cprg-1sw-wxomghd%2Cprg-1sw-wxomghdnr%2Cprg-1sw-wxaqifctc&contentcount=3&region=il&market=he-il&locale=he-il"
"50","1.186449","192.168.0.222","82.102.180.170","HTTP3","554","Protected Payload (KP0), DCID=00583f569040de18, PKN: 5, STREAM(2), PRIORITY_UPDATE, STREAM(0), HEADERS: GET /tenant/amp/entityid/BB1msMIA.img"
"51","1.187491","82.102.180.203","192.168.0.222","QUIC","1292","Initial, SCID=47ce828de3803514, PKN: 1, ACK, PADDING"
"52","1.189019","82.102.180.203","192.168.0.222","QUIC","329","Protected Payload (KP0), PKN: 4, CRYPTO"
"53","1.189019","82.102.180.203","192.168.0.222","HTTP3","103","Protected Payload (KP0), PKN: 5, STREAM(3), SETTINGS"
"54","1.189019","82.102.180.203","192.168.0.222","QUIC","63","Protected Payload (KP0), PKN: 6, PADDING, DONE"
"55","1.189019","82.102.180.203","192.168.0.222","QUIC","112","Protected Payload (KP0), PKN: 7, NT"
"56","1.189222","192.168.0.222","82.102.180.203","QUIC","74","Protected Payload (KP0), DCID=487e9e54e4803514, PKN: 9, ACK"
"57","1.189266","192.168.0.222","82.102.180.203","QUIC","73","Protected Payload (KP0), DCID=487e9e54e4803514, PKN: 10, ACK"
"58","1.190115","82.102.180.170","192.168.0.222","QUIC","329","Protected Payload (KP0), PKN: 4, CRYPTO"
"59","1.190115","82.102.180.170","192.168.0.222","HTTP3","103","Protected Payload (KP0), PKN: 5, STREAM(3), SETTINGS"
"60","1.190115","82.102.180.170","192.168.0.222","QUIC","63","Protected Payload (KP0), PKN: 6, PADDING, DONE"
"61","1.190115","82.102.180.170","192.168.0.222","QUIC","112","Protected Payload (KP0), PKN: 7, NT"
"62","1.190115","82.102.180.203","192.168.0.222","QUIC","65","Protected Payload (KP0), PKN: 8, ACK"
"63","1.190115","82.102.180.170","192.168.0.222","QUIC","65","Protected Payload (KP0), PKN: 8, ACK"
"64","1.190115","82.102.180.203","192.168.0.222","QUIC","65","Protected Payload (KP0), PKN: 9, ACK"
"65","1.190384","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 6, ACK"
"66","1.190428","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 7, ACK"
"67","1.192739","65.9.112.116","192.168.0.222","TCP","54","443  >  54038 [ACK] Seq=1 Ack=1441 Win=68608 Len=0"
"68","1.192739","65.9.112.116","192.168.0.222","TCP","54","443  >  54038 [ACK] Seq=1 Ack=1920 Win=71680 Len=0"
"69","1.192739","65.9.112.116","192.168.0.222","TLSv1.3","288","Server Hello, Change Cipher Spec, Encrypted Extensions, Finished"
"70","1.193147","192.168.0.222","65.9.112.116","TLSv1.3","118","Change Cipher Spec, Finished"
"71","1.193295","192.168.0.222","65.9.112.116","HTTP2","146","Magic, SETTINGS[0], WINDOW_UPDATE[0]"
"72","1.193448","192.168.0.222","65.9.112.116","HTTP2","930","HEADERS[1]: GET /b?rn=1741535624421&c1=2&c2=3000001&cs_ucfr=1&c7=https%3A%2F%2Fntp.msn.com%2Fedge%2Fntp%3Flocale%3Dhe%26title%3D%25D7%259B%25D7%25A8%25D7%2598%25D7%2599%25D7%25A1%25D7%2599%25D7%2594%2B%25D7%2597%25D7%2593%25D7%25A9%25D7%2594%26dsp%3D1%26sp%3DBing%26startpage%3D1%26PC%3DLCTS%26prerender%3D1%26ocid%3Dmsedgdhp%26content%3D1%26mkt%3Dhe-il&c8=%D7%9B%D7%A8%D7%98%D7%99%D7%A1%D7%99%D7%94+%D7%97%D7%93%D7%A9%D7%94&c9=&cs_fpid=31AED8878FC36567293FCBED8E536473&cs_fpit=o&cs_fpdm=*null&cs_fpdt=*null"
"73","1.195378","82.102.180.170","192.168.0.222","HTTP3","411","Protected Payload (KP0), PKN: 9, STREAM(11), STREAM(0), HEADERS: 200 OK"
"74","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 10, STREAM(0)"
"75","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 11, STREAM(0)"
"76","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 12, STREAM(0)"
"77","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 13, STREAM(0)"
"78","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 14, STREAM(0)"
"79","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 15, STREAM(0)"
"80","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 16, STREAM(0)"
"81","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 17, STREAM(0)"
"82","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 18, STREAM(0)"
"83","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 19, STREAM(0)"
"84","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 20, STREAM(0)"
"85","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 21, STREAM(0)"
"86","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 22, STREAM(0)"
"87","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 23, STREAM(0)"
"88","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 24, STREAM(0)"
"89","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 25, STREAM(0)"
"90","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 26, STREAM(0)"
"91","1.195378","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 27, STREAM(0)"
"92","1.195770","192.168.0.222","82.102.180.170","HTTP3","77","Protected Payload (KP0), DCID=00583f569040de18, PKN: 8, ACK, STREAM(6)"
"93","1.195816","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 9, ACK"
"94","1.195834","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 10, ACK"
"95","1.195849","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 11, ACK"
"96","1.195866","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 12, ACK"
"97","1.195888","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 13, ACK"
"98","1.195906","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 14, ACK"
"99","1.195928","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 15, ACK"
"100","1.195949","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 16, ACK"
"101","1.196200","192.168.0.222","82.102.180.203","TCP","66","54039  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"102","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 28, STREAM(0)"
"103","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 29, STREAM(0)"
"104","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 30, STREAM(0)"
"105","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 31, STREAM(0)"
"106","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 32, STREAM(0)"
"107","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 33, STREAM(0)"
"108","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 34, STREAM(0)"
"109","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 35, STREAM(0)"
"110","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 36, STREAM(0)"
"111","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 37, STREAM(0)"
"112","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 38, STREAM(0)"
"113","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 39, STREAM(0)"
"114","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 40, STREAM(0)"
"115","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 41, STREAM(0)"
"116","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 42, STREAM(0)"
"117","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 43, STREAM(0)"
"118","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 44, STREAM(0)"
"119","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 45, STREAM(0)"
"120","1.206908","82.102.180.203","192.168.0.222","QUIC","1292","Initial, SCID=47ce828de3803514, PKN: 2, CRYPTO, PADDING"
"121","1.206908","82.102.180.203","192.168.0.222","QUIC","288","Handshake, SCID=47ce828de3803514, PKN: 3, CRYPTO"
"122","1.206908","65.9.112.116","192.168.0.222","TCP","54","443  >  54038 [ACK] Seq=235 Ack=1984 Win=71680 Len=0"
"123","1.206908","65.9.112.116","192.168.0.222","TCP","54","443  >  54038 [ACK] Seq=235 Ack=2076 Win=71680 Len=0"
"124","1.206908","65.9.112.116","192.168.0.222","TLSv1.3","233","New Session Ticket"
"125","1.206908","65.9.112.116","192.168.0.222","HTTP2","125","SETTINGS[0], WINDOW_UPDATE[0], SETTINGS[0]"
"126","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 46, ACK, STREAM(0)"
"127","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 47, STREAM(0)"
"128","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 48, STREAM(0)"
"129","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 49, STREAM(0)"
"130","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 50, STREAM(0)"
"131","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 51, STREAM(0)"
"132","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 52, STREAM(0)"
"133","1.206908","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 53, STREAM(0)"
"134","1.207249","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 17, ACK"
"135","1.207268","192.168.0.222","65.9.112.116","TCP","54","54038  >  443 [ACK] Seq=2952 Ack=485 Win=131840 Len=0"
"136","1.207313","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 18, ACK"
"137","1.207335","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 19, ACK"
"138","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 54, STREAM(0)"
"139","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 55, STREAM(0)"
"140","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 56, STREAM(0)"
"141","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 57, STREAM(0)"
"142","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 58, STREAM(0)"
"143","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 59, STREAM(0)"
"144","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 60, STREAM(0)"
"145","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 61, STREAM(0)"
"146","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 62, STREAM(0)"
"147","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 63, STREAM(0)"
"148","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 64, STREAM(0)"
"149","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 65, STREAM(0)"
"150","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 66, STREAM(0)"
"151","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 67, STREAM(0)"
"152","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 68, STREAM(0)"
"153","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 69, STREAM(0)"
"154","1.207353","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 20, ACK"
"155","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 70, STREAM(0)"
"156","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 71, STREAM(0)"
"157","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 72, STREAM(0)"
"158","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 73, STREAM(0)"
"159","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 74, STREAM(0)"
"160","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 75, STREAM(0)"
"161","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 76, STREAM(0)"
"162","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 77, STREAM(0)"
"163","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 78, STREAM(0)"
"164","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 79, STREAM(0)"
"165","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 80, STREAM(0)"
"166","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 81, STREAM(0)"
"167","1.207310","82.102.180.170","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 82, STREAM(0)"
"168","1.207310","82.102.180.203","192.168.0.222","TCP","66","443  >  54039 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1384 SACK_PERM WS=128"
"169","1.207370","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 21, ACK"
"170","1.207387","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 22, ACK"
"171","1.207403","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 23, ACK"
"172","1.207419","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 24, ACK"
"173","1.207436","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 25, ACK"
"174","1.207468","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 26, ACK"
"175","1.207492","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 27, ACK"
"176","1.207526","192.168.0.222","82.102.180.170","QUIC","78","Protected Payload (KP0), DCID=00583f569040de18, PKN: 28, ACK, MD"
"177","1.207553","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 29, ACK"
"178","1.207574","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 30, ACK"
"179","1.207609","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 31, ACK"
"180","1.207630","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 32, ACK"
"181","1.207646","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 33, ACK"
"182","1.207649","192.168.0.222","82.102.180.203","TCP","54","54039  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"183","1.208133","192.168.0.222","82.102.180.203","HTTP3","210","Protected Payload (KP0), DCID=47ce828de3803514, PKN: 4, STREAM(2), SETTINGS"
"184","1.208184","192.168.0.222","82.102.180.170","QUIC","73","Protected Payload (KP0), DCID=00583f569040de18, PKN: 34, ACK"
"185","1.208203","192.168.0.222","82.102.180.170","QUIC","74","Protected Payload (KP0), DCID=00583f569040de18, PKN: 35, ACK"
"186","1.208220","192.168.0.222","82.102.180.170","QUIC","74","Protected Payload (KP0), DCID=00583f569040de18, PKN: 36, ACK"
"187","1.208240","192.168.0.222","82.102.180.170","QUIC","74","Protected Payload (KP0), DCID=00583f569040de18, PKN: 37, ACK"
"188","1.208258","192.168.0.222","82.102.180.170","QUIC","74","Protected Payload (KP0), DCID=00583f569040de18, PKN: 38, ACK"
"189","1.208277","192.168.0.222","82.102.180.170","QUIC","74","Protected Payload (KP0), DCID=00583f569040de18, PKN: 39, ACK"
"190","1.208295","192.168.0.222","82.102.180.170","QUIC","75","Protected Payload (KP0), DCID=00583f569040de18, PKN: 40, ACK"
"191","1.208313","192.168.0.222","82.102.180.170","QUIC","75","Protected Payload (KP0), DCID=00583f569040de18, PKN: 41, ACK"
"192","1.208332","192.168.0.222","82.102.180.170","QUIC","75","Protected Payload (KP0), DCID=00583f569040de18, PKN: 42, ACK"
"193","1.208349","192.168.0.222","82.102.180.170","QUIC","75","Protected Payload (KP0), DCID=00583f569040de18, PKN: 43, ACK"
"194","1.208367","192.168.0.222","82.102.180.170","QUIC","75","Protected Payload (KP0), DCID=00583f569040de18, PKN: 44, ACK"
