"No.","Time","Source","Destination","Protocol","Length","Info"
"2126","8.030332","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=628347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2129]"
"2127","8.030332","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=629747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2129]"
"2128","8.030332","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=631147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2129]"
"2129","8.030332","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1474","Application Data"
"2130","8.030332","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=633947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2141]"
"2131","8.030332","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=635347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2141]"
"2132","8.030332","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=636747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2141]"
"2133","8.030332","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=638147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2141]"
"2134","8.030332","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=639547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2141]"
"2135","8.030444","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2001:40a8:4430::c","TCP","74","49843  >  443 [ACK] Seq=9831 Ack=640947 Win=130816 Len=0"
"2136","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=640947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2141]"
"2137","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=642347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2141]"
"2138","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=643747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2141]"
"2139","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=645147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2141]"
"2140","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=646547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2141]"
"2141","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1474","Application Data"
"2142","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=649347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2148]"
"2143","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=650747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2148]"
"2144","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=652147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2148]"
"2145","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=653547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2148]"
"2146","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=654947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2148]"
"2147","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=656347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2148]"
"2148","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1474","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2149","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=659147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2161]"
"2150","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=660547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2161]"
"2151","8.032489","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=661947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2161]"
"2152","8.032568","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2001:40a8:4430::c","TCP","74","49843  >  443 [ACK] Seq=9831 Ack=663347 Win=130816 Len=0"
"2153","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=663347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2161]"
"2154","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=664747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2161]"
"2155","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=666147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2161]"
"2156","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=667547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2161]"
"2157","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=668947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2161]"
"2158","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=670347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2161]"
"2159","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=671747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2161]"
"2160","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=673147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2161]"
"2161","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1474","Application Data"
"2162","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=675947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2174]"
"2163","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=677347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2174]"
"2164","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=678747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2174]"
"2165","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=680147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2174]"
"2166","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=681547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2174]"
"2167","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=682947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2174]"
"2168","8.034916","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=684347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2174]"
"2169","8.034985","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2001:40a8:4430::c","TCP","74","49843  >  443 [ACK] Seq=9831 Ack=685747 Win=130816 Len=0"
"2170","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=685747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2174]"
"2171","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=687147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2174]"
"2172","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=688547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2174]"
"2173","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=689947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2174]"
"2174","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1474","Application Data"
"2175","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=692747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2185]"
"2176","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=694147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2185]"
"2177","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=695547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2185]"
"2178","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=696947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2185]"
"2179","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=698347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2185]"
"2180","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=699747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2185]"
"2181","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=701147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2185]"
"2182","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=702547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2185]"
"2183","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=703947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2185]"
"2184","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=705347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2185]"
"2185","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1474","Application Data"
"2186","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=708147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2198]"
"2187","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=709547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2198]"
"2188","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=710947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2198]"
"2189","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=712347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2198]"
"2190","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=713747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2198]"
"2191","8.038597","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=715147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2198]"
"2192","8.038686","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2001:40a8:4430::c","TCP","74","49843  >  443 [ACK] Seq=9831 Ack=716547 Win=130816 Len=0"
"2193","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=716547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2198]"
"2194","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=717947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2198]"
"2195","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=719347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2198]"
"2196","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=720747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2198]"
"2197","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=722147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2198]"
"2198","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1474","Application Data"
"2199","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=724947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2211]"
"2200","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=726347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2211]"
"2201","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=727747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2211]"
"2202","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=729147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2211]"
"2203","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=730547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2211]"
"2204","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=731947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2211]"
"2205","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=733347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2211]"
"2206","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=734747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2211]"
"2207","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=736147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2211]"
"2208","8.040010","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=737547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2211]"
"2209","8.040079","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2001:40a8:4430::c","TCP","74","49843  >  443 [ACK] Seq=9831 Ack=738947 Win=130816 Len=0"
"2210","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=738947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2211]"
"2211","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1474","Application Data"
"2212","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=741747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2222]"
"2213","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=743147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2222]"
"2214","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=744547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2222]"
"2215","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=745947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2222]"
"2216","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=747347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2222]"
"2217","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=748747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2222]"
"2218","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=750147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2222]"
"2219","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=751547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2222]"
"2220","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=752947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2222]"
"2221","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=754347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2222]"
"2222","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1474","Application Data"
"2223","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=757147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2235]"
"2224","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=758547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2235]"
"2225","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=759947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2235]"
"2226","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=761347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2235]"
"2227","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=762747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2235]"
"2228","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=764147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2235]"
"2229","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=765547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2235]"
"2230","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=766947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2235]"
"2231","8.042909","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=768347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2235]"
"2232","8.043001","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2001:40a8:4430::c","TCP","74","49843  >  443 [ACK] Seq=9831 Ack=769747 Win=130816 Len=0"
"2233","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=769747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2235]"
"2234","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=771147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2235]"
"2235","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1474","Application Data"
"2236","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=773947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2247]"
"2237","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=775347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2247]"
"2238","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=776747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2247]"
"2239","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=778147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2247]"
"2240","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=779547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2247]"
"2241","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=780947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2247]"
"2242","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=782347 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2247]"
"2243","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=783747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2247]"
"2244","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=785147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2247]"
"2245","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=786547 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2247]"
"2246","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=787947 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2247]"
"2247","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1474","Application Data"
"2248","8.045551","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [PSH, ACK] Seq=790747 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2260]"
"2249","8.045635","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2001:40a8:4430::c","TCP","74","49843  >  443 [ACK] Seq=9831 Ack=792147 Win=130816 Len=0"
"2250","8.048099","2001:40a8:4430::c","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1474","443  >  49843 [ACK] Seq=792147 Ack=9831 Win=260096 Len=1400 [TCP PDU reassembled in 2260]"
