"No.","Time","Source","Destination","Protocol","Length","Info"
"71","2.165325","66.102.1.84","192.168.0.222","QUIC","1292","Initial, SCID=fe19c6f7c18b0b46, PKN: 3, CRYPTO, PADDING"
"72","2.165325","66.102.1.84","192.168.0.222","QUIC","1292","Initial, SCID=fe19c6f7c18b0b46, PKN: 4, CRYPTO, PADDING"
"73","2.165325","66.102.1.84","192.168.0.222","QUIC","1292","Handshake, SCID=fe19c6f7c18b0b46, PKN: 5, CRYPTO"
"74","2.165325","66.102.1.84","192.168.0.222","QUIC","1292","Handshake, SCID=fe19c6f7c18b0b46, PKN: 6, CRYPTO"
"75","2.165325","66.102.1.84","192.168.0.222","QUIC","1292","Handshake, SCID=fe19c6f7c18b0b46, PKN: 7, CRYPTO"
"76","2.165916","192.168.0.222","142.250.75.100","QUIC","125","Handshake, DCID=e1c9611bc2bb211d, PKN: 12, CRYPTO"
"77","2.166122","192.168.0.222","142.250.75.100","HTTP3","110","Protected Payload (KP0), DCID=e1c9611bc2bb211d, PKN: 13, STREAM(2), SETTINGS"
"78","2.166705","192.168.0.222","66.102.1.84","QUIC","1292","Initial, DCID=fe19c6f7c18b0b46, PKN: 3, ACK, PADDING"
"79","2.166868","192.168.0.222","66.102.1.84","QUIC","81","Handshake, DCID=fe19c6f7c18b0b46, PKN: 4, ACK"
"80","2.167301","192.168.0.222","142.250.75.100","HTTP3","1288","Protected Payload (KP0), DCID=e1c9611bc2bb211d, PKN: 14, ACK, STREAM(2), PRIORITY_UPDATE, STREAM(10)"
"81","2.167333","192.168.0.222","142.250.75.100","HTTP3","1148","Protected Payload (KP0), DCID=e1c9611bc2bb211d, PKN: 15, STREAM(10), STREAM(0), HEADERS: GET /complete/search?client=chrome-omni&gs_ri=chrome-ext-ansg&xssi=t&q=&oit=0&oft=1&pgcl=20&gs_rn=42&sugkey=AIzaSyA2KlwBX3mkFo30om9LUFYQhpqLoa_BNhE"
"82","2.168309","142.250.75.100","192.168.0.222","QUIC","1042","Protected Payload (KP0), PKN: 11, CRYPTO"
"83","2.168309","142.250.75.100","192.168.0.222","QUIC","179","Protected Payload (KP0), PKN: 12, DONE, NT, NCI"
"84","2.168521","192.168.0.222","142.250.75.100","QUIC","76","Protected Payload (KP0), DCID=e1c9611bc2bb211d, PKN: 16, ACK"
"85","2.168551","192.168.0.222","142.250.75.100","QUIC","75","Protected Payload (KP0), DCID=e1c9611bc2bb211d, PKN: 17, ACK"
"86","2.168591","192.168.0.222","66.102.1.84","QUIC","82","Handshake, DCID=fe19c6f7c18b0b46, PKN: 5, ACK"
"87","2.169663","142.250.75.100","192.168.0.222","QUIC","65","Protected Payload (KP0), PKN: 13, ACK"
"88","2.171570","192.168.0.222","142.250.75.100","HTTP3","157","Protected Payload (KP0), DCID=e1c9611bc2bb211d, PKN: 18, STREAM(2), PRIORITY_UPDATE, STREAM(10), STREAM(4), HEADERS: GET /async/ddljson?async=ntp:2"
"89","2.176363","142.250.75.100","192.168.0.222","HTTP3","70","Protected Payload (KP0), PKN: 14, ACK, STREAM(7)"
"90","2.192717","192.168.0.222","66.102.1.84","TCP","66","53863  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"91","2.196143","142.250.75.100","192.168.0.222","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"92","2.196753","142.250.75.100","192.168.0.222","TCP","1466","443  >  53862 [ACK] Seq=1413 Ack=1789 Win=268032 Len=1412 [TCP PDU reassembled in 94]"
"93","2.196753","142.250.75.100","192.168.0.222","TCP","1466","443  >  53862 [PSH, ACK] Seq=2825 Ack=1789 Win=268032 Len=1412 [TCP PDU reassembled in 94]"
"94","2.196753","142.250.75.100","192.168.0.222","TLSv1.3","1197","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"95","2.196825","192.168.0.222","142.250.75.100","TCP","54","53862  >  443 [ACK] Seq=1789 Ack=2825 Win=131072 Len=0"
"96","2.196892","192.168.0.222","142.250.75.100","TCP","54","53862  >  443 [ACK] Seq=1789 Ack=5380 Win=131072 Len=0"
"97","2.198235","192.168.0.222","142.250.75.100","TLSv1.3","128","Change Cipher Spec, Encrypted Extensions, Finished"
"98","2.202450","142.250.75.100","192.168.0.222","TCP","54","443  >  53862 [ACK] Seq=5380 Ack=1863 Win=268032 Len=0"
"99","2.203522","142.250.75.35","192.168.0.222","TCP","66","[TCP Retransmission] 443  >  53860 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"100","2.204802","192.168.0.222","142.250.75.100","QUIC","74","Protected Payload (KP0), DCID=e1c9611bc2bb211d, PKN: 19, ACK"
"101","2.208395","142.250.75.35","192.168.0.222","HTTP2","487","HEADERS[1]: 304 Not Modified"
"102","2.208395","142.250.75.35","192.168.0.222","HTTP2","85","DATA[1]"
"103","2.208486","192.168.0.222","142.250.75.35","TCP","54","53861  >  443 [ACK] Seq=2285 Ack=7244 Win=131072 Len=0"
"104","2.209302","142.250.75.35","192.168.0.222","HTTP2","93","PING[0]"
"105","2.209470","192.168.0.222","142.250.75.35","HTTP2","93","PING[0]"
"106","2.213295","142.250.75.35","192.168.0.222","TCP","54","443  >  53861 [ACK] Seq=7283 Ack=2324 Win=267776 Len=0"
"107","2.219504","192.168.0.222","142.250.75.100","TCP","54","53862  >  443 [FIN, ACK] Seq=1863 Ack=5380 Win=131072 Len=0"
"108","2.219742","192.168.0.222","66.102.1.84","TCP","66","53864  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"109","2.220140","192.168.0.222","142.250.75.35","TCP","54","53861  >  443 [FIN, ACK] Seq=2324 Ack=7283 Win=131072 Len=0"
"110","2.222901","66.102.1.84","192.168.0.222","HTTP3","872","Protected Payload (KP0), PKN: 9, STREAM(3), SETTINGS"
"111","2.223414","192.168.0.222","66.102.1.84","QUIC","82","Handshake, DCID=fe19c6f7c18b0b46, PKN: 7, ACK, PING"
"112","2.224177","142.250.75.100","192.168.0.222","HTTP2","1070","SETTINGS[0], WINDOW_UPDATE[0]"
"113","2.224177","142.250.75.100","192.168.0.222","TCP","54","443  >  53862 [FIN, ACK] Seq=6396 Ack=1864 Win=268032 Len=0"
"114","2.224245","192.168.0.222","142.250.75.100","TCP","54","53862  >  443 [RST, ACK] Seq=1864 Ack=6396 Win=0 Len=0"
"115","2.224678","192.168.0.222","66.102.1.84","QUIC","125","Handshake, DCID=fe19c6f7c18b0b46, PKN: 8, CRYPTO"
"116","2.224762","192.168.0.222","66.102.1.84","HTTP3","113","Protected Payload (KP0), DCID=fe19c6f7c18b0b46, PKN: 9, STREAM(2), SETTINGS"
"117","2.225062","192.168.0.222","66.102.1.84","HTTP3","1288","Protected Payload (KP0), DCID=fe19c6f7c18b0b46, PKN: 10, ACK, STREAM(2), PRIORITY_UPDATE, STREAM(10)"
"118","2.225063","142.250.75.35","192.168.0.222","TCP","54","443  >  53861 [FIN, ACK] Seq=7283 Ack=2325 Win=267776 Len=0"
"119","2.225091","192.168.0.222","66.102.1.84","HTTP3","1292","[Illegal Fragments]"
"120","2.225116","192.168.0.222","66.102.1.84","QUIC","944","Protected Payload (KP0), DCID=fe19c6f7c18b0b46, PKN: 12, STREAM(10)"
"121","2.225126","192.168.0.222","142.250.75.35","TCP","54","53861  >  443 [ACK] Seq=2325 Ack=7284 Win=131072 Len=0"
"122","2.225136","192.168.0.222","66.102.1.84","HTTP3","115","Protected Payload (KP0), DCID=fe19c6f7c18b0b46, PKN: 13, STREAM(0), HEADERS"
"123","2.225227","192.168.0.222","66.102.1.84","HTTP3","166","Protected Payload (KP0), DCID=fe19c6f7c18b0b46, PKN: 14, STREAM(2), PRIORITY_UPDATE, STREAM(10), STREAM(4), HEADERS"
"124","2.225334","192.168.0.222","66.102.1.84","HTTP3","207","Protected Payload (KP0), DCID=fe19c6f7c18b0b46, PKN: 15, STREAM(2), PRIORITY_UPDATE, STREAM(10), STREAM(8), HEADERS, DATA"
"125","2.251206","192.168.0.222","142.250.75.100","QUIC","1292","Initial, DCID=a13c8034c92c7c25, PKN: 1, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING"
"126","2.251394","192.168.0.222","142.250.75.100","QUIC","1292","Initial, DCID=a13c8034c92c7c25, PKN: 2, CRYPTO"
"127","2.251540","192.168.0.222","142.250.75.100","QUIC","1292","Initial, DCID=a13c8034c92c7c25, PKN: 3, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, PING"
"128","2.253435","192.168.0.222","142.250.75.100","HTTP3","120","0-RTT, DCID=a13c8034c92c7c25, PKN: 4, STREAM(2), SETTINGS"
"129","2.253684","192.168.0.222","142.250.75.100","HTTP3","1288","0-RTT, DCID=a13c8034c92c7c25, PKN: 5, STREAM(2), PRIORITY_UPDATE, STREAM(10)"
"130","2.253727","192.168.0.222","142.250.75.100","HTTP3","192","0-RTT, DCID=a13c8034c92c7c25, PKN: 6, STREAM(10), STREAM(0), HEADERS: GET /async/newtab_ogb?hl=en-US&async=fixed:0"
"131","2.254464","66.102.1.84","192.168.0.222","TCP","66","443  >  53863 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"132","2.257398","142.250.75.100","192.168.0.222","QUIC","82","Initial, SCID=e13c8034c92c7c25, PKN: 1, ACK"
"133","2.257398","142.250.75.100","192.168.0.222","QUIC","82","Initial, SCID=e13c8034c92c7c25, PKN: 2, ACK"
"134","2.258453","142.250.75.100","192.168.0.222","QUIC","1292","Initial, SCID=e13c8034c92c7c25, PKN: 3, ACK, PADDING"
"135","2.258453","142.250.75.100","192.168.0.222","QUIC","1292","Initial, SCID=e13c8034c92c7c25, PKN: 4, ACK, PADDING"
"136","2.263924","192.168.0.222","142.250.75.100","QUIC","1292","Initial, DCID=e13c8034c92c7c25, PKN: 8, PADDING, PING, PADDING"
"137","2.264346","192.168.0.222","142.250.75.100","QUIC","160","0-RTT, DCID=e13c8034c92c7c25"
"138","2.269282","142.250.75.100","192.168.0.222","QUIC","1292","Initial, SCID=e13c8034c92c7c25, PKN: 5, ACK, PADDING"
"139","2.277910","142.250.75.100","192.168.0.222","HTTP3","849","Protected Payload (KP0), PKN: 15, STREAM(11), STREAM(4), HEADERS: 200 OK, DATA"
"140","2.277910","142.250.75.100","192.168.0.222","QUIC","170","Protected Payload (KP0), PKN: 16, PADDING, STREAM(4)"
"141","2.277910","66.102.1.84","192.168.0.222","TCP","66","443  >  53864 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"142","2.278061","192.168.0.222","66.102.1.84","TCP","54","53864  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"143","2.278417","192.168.0.222","142.250.75.100","HTTP3","77","Protected Payload (KP0), DCID=e1c9611bc2bb211d, PKN: 20, ACK, STREAM(6)"
"144","2.278865","192.168.0.222","66.102.1.84","TCP","1466","53864  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=1412 [TCP PDU reassembled in 145]"
"145","2.278865","192.168.0.222","66.102.1.84","TLSv1.3","435","Client Hello (SNI=accounts.google.com)"
"146","2.280426","192.168.0.222","142.250.75.100","QUIC","1292","Initial, DCID=e13c8034c92c7c25, PKN: 11, PADDING, PING, PADDING"
"147","2.285840","66.102.1.84","192.168.0.222","QUIC","83","Handshake, SCID=fe19c6f7c18b0b46, PKN: 10, ACK"
"148","2.285840","66.102.1.84","192.168.0.222","QUIC","994","Protected Payload (KP0), PKN: 11, CRYPTO"
"149","2.285840","66.102.1.84","192.168.0.222","QUIC","163","Protected Payload (KP0), PKN: 12, DONE, NT, NCI"
"150","2.285840","66.102.1.84","192.168.0.222","QUIC","65","Protected Payload (KP0), PKN: 13, ACK"
"151","2.285840","66.102.1.84","192.168.0.222","QUIC","65","Protected Payload (KP0), PKN: 14, ACK"
"152","2.285840","66.102.1.84","192.168.0.222","HTTP3","70","Protected Payload (KP0), PKN: 15, ACK, STREAM(7)"
"153","2.285840","142.250.75.100","192.168.0.222","QUIC","1292","Initial, SCID=e13c8034c92c7c25, PKN: 6, ACK, PADDING"
"154","2.286175","192.168.0.222","66.102.1.84","QUIC","75","Protected Payload (KP0), DCID=fe19c6f7c18b0b46, PKN: 16, ACK"
"155","2.286218","192.168.0.222","66.102.1.84","QUIC","75","Protected Payload (KP0), DCID=fe19c6f7c18b0b46, PKN: 17, ACK"
"156","2.291321","66.102.1.84","192.168.0.222","HTTP3","1290","Protected Payload (KP0), PKN: 16, ACK, STREAM(7), STREAM(11), STREAM(0), HEADERS: 401 Unauthorized"
"157","2.293505","66.102.1.84","192.168.0.222","QUIC","63","Protected Payload (KP0), PKN: 17, STREAM(0)"
"158","2.300435","66.102.1.84","192.168.0.222","HTTP3","905","Protected Payload (KP0), PKN: 18, STREAM(11), STREAM(4), HEADERS: 401 Unauthorized"
"159","2.300435","66.102.1.84","192.168.0.222","QUIC","63","Protected Payload (KP0), PKN: 19, STREAM(4)"
"160","2.300435","66.102.1.84","192.168.0.222","HTTP3","1292","Protected Payload (KP0), PKN: 20, STREAM(11)"
"161","2.301421","192.168.0.222","66.102.1.84","HTTP3","79","Protected Payload (KP0), DCID=fe19c6f7c18b0b46, PKN: 18, ACK, STREAM(6)"
"162","2.301501","192.168.0.222","66.102.1.84","HTTP3","79","Protected Payload (KP0), DCID=fe19c6f7c18b0b46, PKN: 19, ACK, STREAM(6)"
"163","2.301530","192.168.0.222","66.102.1.84","QUIC","75","Protected Payload (KP0), DCID=fe19c6f7c18b0b46, PKN: 20, ACK"
"164","2.302953","66.102.1.84","192.168.0.222","HTTP3","753","Protected Payload (KP0), PKN: 21, PADDING, STREAM(11), STREAM(8), HEADERS: 200 OK, DATA, DATA"
"165","2.302953","142.250.75.100","192.168.0.222","HTTP3","1288","Protected Payload (KP0), PKN: 17, ACK, STREAM(11), STREAM(0), HEADERS: 200 OK"
"166","2.302953","142.250.75.100","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 18, STREAM(0)"
"167","2.302953","142.250.75.100","192.168.0.222","QUIC","1292","Protected Payload (KP0), PKN: 19, STREAM(0)"
"168","2.302953","142.250.75.100","192.168.0.222","HTTP3","181","Protected Payload (KP0), PKN: 20, STREAM(0), DATA"
"169","2.302953","142.250.75.100","192.168.0.222","HTTP3","264","Protected Payload (KP0), PKN: 21, PADDING, STREAM(0), DATA"
"170","2.303954","192.168.0.222","142.250.75.100","QUIC","1292","Initial, DCID=e13c8034c92c7c25, PKN: 13, PADDING, PING, PADDING"
"171","2.305617","192.168.0.222","142.250.75.100","HTTP3","77","Protected Payload (KP0), DCID=e1c9611bc2bb211d, PKN: 21, ACK, STREAM(6)"
"172","2.305653","192.168.0.222","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=e1c9611bc2bb211d, PKN: 22, ACK"
"173","2.306263","142.250.75.100","192.168.0.222","QUIC","1292","Initial, SCID=e13c8034c92c7c25, PKN: 7, ACK, PADDING"
"174","2.312002","142.250.75.100","192.168.0.222","QUIC","1292","Initial, SCID=e13c8034c92c7c25, PKN: 8, CRYPTO, PADDING"
"175","2.312002","142.250.75.100","192.168.0.222","HTTP3","351","Protected Payload (KP0), PKN: 10, STREAM(3), SETTINGS"
"176","2.312614","192.168.0.222","142.250.75.100","QUIC","120","Handshake, DCID=e13c8034c92c7c25, PKN: 14, ACK, CRYPTO"
"177","2.314081","142.250.75.100","192.168.0.222","QUIC","983","Protected Payload (KP0), PKN: 11, CRYPTO"
"178","2.314081","142.250.75.100","192.168.0.222","QUIC","124","Protected Payload (KP0), PKN: 12, CRYPTO"
"179","2.314081","142.250.75.100","192.168.0.222","QUIC","68","Protected Payload (KP0), PKN: 13, ACK"
"180","2.314264","192.168.0.222","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=e13c8034c92c7c25, PKN: 15, ACK"
"181","2.315165","142.250.75.100","192.168.0.222","QUIC","162","Protected Payload (KP0), PKN: 14, DONE, NT, NCI"
"182","2.315165","142.250.75.100","192.168.0.222","HTTP3","65","Protected Payload (KP0), PKN: 15, STREAM(7)"
"183","2.315314","192.168.0.222","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=e13c8034c92c7c25, PKN: 16, ACK"
"184","2.333151","142.250.75.100","192.168.0.222","QUIC","66","Protected Payload (KP0), PKN: 22, ACK"
"185","2.333486","192.168.0.222","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=e1c9611bc2bb211d, PKN: 23, ACK"
"186","2.333554","192.168.0.222","66.102.1.84","HTTP3","80","Protected Payload (KP0), DCID=fe19c6f7c18b0b46, PKN: 21, ACK, STREAM(6)"
"187","2.335294","66.102.1.84","192.168.0.222","TCP","54","443  >  53864 [ACK] Seq=1 Ack=1413 Win=68608 Len=0"
"188","2.335294","66.102.1.84","192.168.0.222","TCP","54","443  >  53864 [ACK] Seq=1 Ack=1794 Win=71424 Len=0"
"189","2.335294","66.102.1.84","192.168.0.222","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"190","2.335294","66.102.1.84","192.168.0.222","TCP","1466","443  >  53864 [PSH, ACK] Seq=1413 Ack=1794 Win=71424 Len=1412 [TCP PDU reassembled in 193]"
"191","2.335294","66.102.1.84","192.168.0.222","TCP","1466","443  >  53864 [ACK] Seq=2825 Ack=1794 Win=71424 Len=1412 [TCP PDU reassembled in 193]"
"192","2.335426","192.168.0.222","66.102.1.84","TCP","54","53864  >  443 [ACK] Seq=1794 Ack=2825 Win=131072 Len=0"
